PRODUCTO ;group;Marca;CATEGORIA;;;
SOVICLOR 400MG C/35 TABLETAS (COLLINS)            ;;COLLINS;HERPES LABIAL ;;;
SOVICLOR 800MG C/35 TABLETAS (COLLINS)            ;;COLLINS;HERPES LABIAL ;;;
SPORANOX 15D C/15 CAPS (JANSSEN)                  ;;;;;;
Stressnat 500mg c/60 Capsulas (Nature's P.e.t. );;;;;;
STUGERON 75MG C/20 TABS (JANSSEN);;;;;;
STUGERON FORTE 75MG C/60 TABS (JANSSEN);;;;;;
SUDAGRIP ANTIGRIPAL EXHIBIDOR C/100 CAPS  (PAILL);;PAILL;ANTIGRIPAL;;;
SUDAGRIP ANTIGRIPAL TE GRANULADO C/25 SOBRES (PAILL);;PAILL;ANTIGRIPAL;;;
SUDAGRIP TOS 120ML JARABE (PAILL);;PAILL;ANTITUSIGENO;;;
Suit-C Complex 600mg c/300 Tabs (Dina);;;;;;
SUKROL C/100 TAB;;;;;;
SUKROL MUJER C/30 TABS ;;;;;;
SUKROL VIGOR C/50;;;;;;
SUKROLITO INF JARABE;;;;;;
SUKUNAI KIROS 200MG C/30 CAPS (NATURA CASTLE);;;;;;
SUKUNAI KIROS MAX 200MG C/30 CAPS (NATURA CASTLE);;;;;;
SULFAMETOXAZOL/ TRIMETROPRIMA 100ML ( PHARMAGEN);;;;;;
SULFATIAZOL POLVO 10G  (ALPRIMA);;ALPRIMA;ANTIBIOTICO;;;
SULFATIAZOL POLVO 12G  (KURAMEX);;KURAMEX;ANTIBIOTICO;;;
SULFATIAZOL POLVO 5G (MYGRA);;MYGRA;ANTIBIOTICO;;;
SULFATIAZOL POLVO 6G (SANAX);;SANAX;ANTIBIOTICO;;;
SULFATIAZOL POMADA 27 GR ;;;ANTIBIOTICO;;;
SULFATIAZOL POMADA 27G;;;;;;
SULFAWAL-S 100ML SULFAMETOXAZOL/ TRIMETROPRIMA  ( NOVAG);;;;;;
SUMA-B SOL INY TIAMINA-PIRIDOXINA-HIDROXOCOBALAMINA (CHINOIN)                   ;;CHINOIN;VITAMINA;;;
SUPER CREMA MILAGROSA CON ARCINA Y BELLADONA 29   ;;;;;;
Super Dieter's Drink 690mg c/120 Capsulas (La Salud es Primero);;;;;;
Super Dieter's Drink 690mg c/30 Capsulas (La Salud es Primero);;;;;;
Super Dieter's Drink 690mg c/90 Capsulas (La Salud es Primero );;;;;;
SUPER TIAMINA C/10 AMP (LABORATORIOS VENEZUELA);;;;;;
Suplemento Alimenticio # 3 (Farmacia de Ahorro);;;;;;
SUPRADOL C/10 TABLETAS (LIOMONT)                  ;;;;;;
SUPRADOL C/2 TABLETAS (LIOMONT)                   ;;;;;;
SYDOLIL. 1MG C/36 TABS ERGOTAMINA/CAFEINA/ACIDO ACETILSALICILICO (SEGFRIED RHEIN);;;;;;
SYNALAR OFTALMICO 15ML (CHINOIN);;CHINOIN;ANTIINFLAMATORIO;;;
SYNALAR OTICO 15ML GOTAS (CHINOIN);;CHINOIN;ANTIINFLAMATORIO;;;
SYNALAR SIMPLE 0.01% 20G (CHINOIN);;;;;;
SYNALAR SIMPLE 40G (CHINOIN)                      ;;CHINOIN;ANTIINFLAMATORIO;;;
SYNALAR-C 40GR (CHINOIN)                          ;;CHINOIN;ANTIINFLAMATORIO;;;
SYNCOL C/24 TABS (SANFER);;;;;;
SYNCOL MAX C/12 COMPRIMIDOS (SANFER);;;;;;
SYNCOL NOCTURNO C/12 COMPRIMIDOS (SANFER);;;;;;
SYNCOL TEEN C/12 COMPRIMIDOS (SANFER);;;;;;
TABCIN  AZUL C/60 TABLETAS (BAYER)                ;;;;;;
TABCIN 500 C/12 CAPSULAS (BAYER)                  ;;BAYER;ANTIGRIPAL;;;
TABCIN 500 EXHIBIDOR ROJO C/60 TABLETAS (BAYER)                  ;;BAYER;ANTIGRIPAL;;;
TABCIN ACTIVE C/12 CAPSULAS (BAYER)               ;;BAYER;ANTIGRIPAL;;;
TABCIN AZUL C/12 TABS (BAYER)                     ;;BAYER;ANTIGRIPAL;;;
TABCIN INFANTIL C/12 TABS EFERVECENTES (BAYER);;;;;;
TABCIN NOCHE C/12 CAPSULAS (BAYER)                ;;;;;;
TAMANZELA C/12 CORTA ;;;;;;
TAMANZELA C/6 GRANDE;;;;;;
TAMEX C/10 TABS LORATADINA/ BETAMETASONA (SERRAL)             ;;SERRAL;ANTIGRIPAL;;;
TAMEX SUSP 60ML  LORATADINA/ BETAMETASONA (SERRAL)             ;;SERRAL;ANTIGRIPAL;;;
TAMSULOSINA 0.4MG C/20 CAPS (AMSA);;;;;;
TAMSULOSINA 0.4MG C/20 TABS (ALPHARMA) ;;ALPHARMA;HIPERPLASIA PROSTATICA;;;
TAMSULOSINA 0.4MG C/20 TABS (BEADVANCE) ;;;;;;
TAMSULOSINA 0.4MG C/20 TABS (HORMONA) ;;;;;;
TAMSULOSINA 0.4MG C/20 TABS (ULTRA) ;;;;;;
Te 7 Azahares 150g (Aukar);;;;;;
Te Boldo c/25 sobres (Therbal)  (USA);;;;;;
Te Cerebryl 150g (Aukar);;;;;;
TE CHUPA GRASS  C/30 SOBRES (GN+VIDA)  ;;GN+VIDA;SUPLEMENTO;;;
TE CHUPA GRASS  C/30 SOBRES (GN+VIDA)  USA;;GN+VIDA;;;;
TE CHUPA PANZA C/30 SOBRES (GN+VIDA);;GN+VIDA;;;;
TE CHUPA PANZA C/30 SOBRES (GN+VIDA). USA;;GN+VIDA;;;;
Te Cola de Caballo c/30 bolsitas (Anahuac)  (USA);;;;;;
Te de Chicura 150g (Aukar);;;;;;
TÉ DIETERS DRINK C/36 SOBRES (LASALUD)            ;;LASALUD;;;;
Te Hierba de San Juan c/25 Sobres (Therbal) (USA);;;;;;
Te Hierba del Sapo c/25 sobres (Therbal)  (USA);;;;;;
Te Manzanilla con Anis c/25 sobres (Therbal)  (USA);;;;;;
TE ME VALE MADRE (DINA);;;;;;
TE PINGUICA C/30 SOBRES (ANAHUAC);;;;;;
TE PIÑALIM C/30 SOBRES (GN+VD);;GN+VIDA;;;;
TE PIÑALIM C/30 SOBRES (GN+VD).  USA   ;;GN+VIDA;;;;
Te Sabila con Nopal c/30 bolsitas (Anahuac)  (USA);;;;;;
TE TIZANA DE AZAHARES C/30 SOBRES (ANAHUAC);;ANAHUAC;;;;
Te Tiziana Betel 150g (Aukar);;;;;;
Te Uva Ursi Compuesto 150g (Aukar);;;;;;
Te Valeriana Compuesto 150g (Aukar);;;;;;
TEATRICAL CREMA 400G ACLARADORA (GENOMMA LAB);;;;;;
TEATRICAL CREMA AZUL 230G (GENOMMA);;;;;;
TEATRICAL CREMA AZUL 400G (GENOMMA);;;;;;
TEATRICAL CREMA AZUL 52G (GENOMMA);;;;;;
TEATRICAL CREMA ROSA 130G (GENOMMA);;;;;;
TEATRICAL CREMA ROSA 230G (GENOMMA);;;;;;
TEATRICAL CREMA ROSA 400G (GENOMMA);;;;;;
TEGRETOL 2% 100ML SUSP (NOVARTIS);;;;;;
TEGRETOL 200MG C/30 COMP (NOVARTIS)               ;;;;;;
TEGRETOL 200MG C/50 COMPRIMIDOS CARBAMAZEPINA (NOVARTIS);;NOVARTIS;EPILEPSIA;;;
TELMISARTAN 40MG  C/14 TABS (BOEHRINGER INGELHEIM);;BOEHRINGER INGELHEIM;ANTIHIPERTENSIVO;;;
TELMISARTAN 40MG C/28 TABS (ALPHARMA);;;;;;
TELMISARTAN 40MG C/30 (ULTRA);;;;;;
TEMPRA 500MG C/20 TABS (BRISTOL-MYERS SQUIBB)     ;;BRISTOL-MYERS SQUIBB;ANALGESICO;;;
TEMPRA FORTE 650MG C/24 TABS (BRISTOL-MYERS SQUIBB)  ;;BRISTOL-MYERS SQUIBB;ANALGESICO;;;
TEMPRA INFANTIL 120ML PARACETAMOL (BRISTOL-MYERS SQUIBB)     ;;BRISTOL-MYERS SQUIBB;ANALGESICO;;;
TEMPRA INFANTIL 150MG C/10 SUPOSITORIOS PARACETAMOL (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS SQUIBB;ANALGESICO;;;
TEMPRA INFANTIL 6-11 Años PARACETAMOL (BRISTOL-MYERS SQUIBB);;;;;;
TEMPRA INFANTIL 80MG C/10 SUPOSITORIOS PARACETAMOL (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS SQUIBB;ANALGESICO;;;
TEMPRA PEDIATRICO 100ML PARACETAMOL (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS SQUIBB;ANALGESICO;;;
TENORETIC 100MG C/28 tabs (AZTRA ZENECA);;;;;;
TENORMIN 100MG C/28 TABS ATENOLOL (AZTRA ZENECA);;;;;;
TEPEZCOHUITE 15ML GOTAS;;;;;;
Tepezcohuite Polvo 35g (Dina);;;;;;
TEPEZCOUITE CREMA 120GR (INDIO PAPAGO);;;;;;
TEPEZCOUITE CREMA 60GR (INDIO PAPAGO);;;;;;
TERBINAFINA 250 MG. C/28 TABS. (Megamed);;;;;;
TERFAMEX 30MG C/30 TABS FENTERMINA (MEDIX);;;;;;
TERRAMICINA 10G OFTALMICA OXITETRACICLINA-POLIMIXINA B (PFIZER);;PFIZER;ANTIBIOTICO;;;
TERRAMICINA 125MG C/24 PAST OXITETRACICLINA (PFIZER)         ;;PFIZER;ANTIBIOTICO;;;
TERRAMICINA 500MG C/16 CAPS OXITETRACICLINA (PFIZER);;PFIZER;ANTIBIOTICO;;;
TERRAMICINA P 28.4GR (PFIZER)                     ;;PFIZER;ANTIBIOTICO;;;
TERRA-TROCISCOS 15MG C/18 PAST (RRX)              ;;;;;;
TERRAXIN UNGUENTO 10G - OXITETRACICLINA POLIMIXINA (SOPHIA);;SOPHIA;ANTIBIOTICO;;;
Terron de magnesia 7g c/3 (Coyoacan Quimica);;COYOACAN QUIMICA ;LAXANTE;;;
TERVICALM 15ML DESENTERRADOR (HOMEOPATICOS MILENIUM);;;;;;
TERVIRAX 15ML HONGOS (HOMEOPATICOS MILENIUM);;HOMEOPATICOS MILENIUM;ANTIFUNGICO;;;
TESALITOS PARCHES;;;;;;
TESALON INFANTIL SUPOSITORIOS C/12 (NOVARTIS);;;;;;
TESALON PERLAS C/10 CAPS (NOVARTIS)    ;;;;;;
TESALON PERLAS C/20 CAPS (NOVARTIS)               ;;NOVARTIS;ANTITUSIGENO;;;
TESALON TENALIF AD JARABE 150ML (NOVARTIS)        ;;;;;;
TESALON TENALIF AD MIEL-FRESA 150ML (NOVARTIS)    ;;NOVARTIS;ANTITUSIGENO;;;
TESALON TENALIF INF MIEL-LIMON 150ML (NOVARTIS);;NOVARTIS;ANTITUSIGENO;;;
TESALON TESACOF ADULTO CEREZA 100ML (NOVARTIS)    ;;NOVARTIS;ANTITUSIGENO;;;
TESALON TESACOF INFANTIL 100ML (NOVARTIS)        ;;NOVARTIS;ANTITUSIGENO;;;
TESTOPRIM-D C/1 AMP (TOGOCINO)    ;;TOGOCINO;DEFICIENCIA DE TESTOTERONA;;;
TESTOPRIM-D C/3 AMP (TOGOCINO)                    ;;TOGOCINO;DEFICIENCIA DE TESTOTERONA;;;
TETRA ATLANTIS 500MG C/20 CAPS TETRACICLINA (ATLANTIS);;ATLANTIS;ANTIBIOTICO;;;
TETRACICLINA 500MG C/100 CAPS (MK);;MK;ANTIBIOTICO;;;
TETRACICLINA 500MG C/100 CAPS (SAIMED);;SAIMED;ANTIBIOTICO;;;
TETRACICLINA 500MG CAPS TETRIN (ARANTIZ);;ARANTIZ;ANTIBIOTICO;;;
TETRA-ZIL 500MG C/16 CAPS                         ;;;;;;
TETREX 500MG C/20 CAPS TETRACICLINA (HORMONA);;HORMONA;ANTIBIOTICO;;;
THERAFLU EXTHEGRAN ROJO 10MG C/6 SOBRES (NOVARTIS);;;;;;
THERAFLU EXTHEGRAN VERDE 10MG C/6 SOBRES (NOVARTIS);;;;;;
TIAMINA 550 C/60 TABS (GN+VIDA);;;;;;
TIAMINA JARABE 340ML (GN+VIDA);;;;;;
TIAMINAL B12 50,000 AMPULA C/5 JERINGAS (SILANES) ;;SILANES;VITAMINA;;;
TIAMINAL B12 C/3 AMP (SILANES)                    ;;SILANES;VITAMINA;;;
TIAMINAL B12 C/30 CAPSULAS (SILANES)              ;;SILANES;VITAMINA;;;
Tiaminal B-12 Trivalente AP c/3 Amp  Cianocobalamina, Tiamina y Piridoxina (Silanes);;SILANES;VITAMINA;;;
Tiaminal B-12 Trivalente AP c/30 Caps Cianocobalamina, Tiamina y Piridoxina (Silanes);;SILANES;VITAMINA;;;
TIBUVIT 259MG C/25 CAPS;;;;;;
TING AEROSOL 160 GR (SANOFI);;SANOFI;ANTIFUNGICO;;;
TING AEROSOL 80G (SANOFI);;SANOFI;ANTIFUNGICO;;;
TING CREMA 28GR (SANOFI)                          ;;SANOFI;ANTIFUNGICO;;;
TING CREMA 72GR (SANOFI AVENTIS)                  ;;SANOFI AVENTS;ANTIFUNGICO;;;
TING TALCO 160G (SANOFI AVENTIS)                  ;;SANOFI AVENTS;ANTIFUNGICO;;;
TING TALCO 45GR (SANOFI AVENTIS)                  ;;SANOFI AVENTS;ANTIFUNGICO;;;
TING TALCO 85GR (SANOFI AVENTIS)                  ;;SANOFI AVENTS;ANTIFUNGICO;;;
TINTURA DE VIOLETA DE GENCINA 20ML (JALOMA)    ;;JALOMA;HERIDAS;;;
TINTURA DE YODO 40ML (JALOMA)                     ;;JALOMA;HERIDAS;;;
TIO NACHO SHAMPOO 415ML (GENOMMA);;;;;;
TIRA NO/PIO/JIN SHAMPOO 12ML C/20 PZ              ;;;;;;
T-Kita Estress 600mg c/60 Tabletas (Dina);;;;;;
Tlanchalagua 400mg c/150 Caps (La Salud es Primero);;;;;;
TOBRADEX 5ML (ALCON);;;;;;
TOLUACHE CONCENTRADO ;;;;;;
TOPSYN GEL 0.05% 40G FLUOCINONIDA/ CILOQUINOL (CHINOIN);;CHINOIN;FUNGICIDA;;;
TOPSYN Y 40G GEL FLUOCINONIDA (CHINOIN);;CHINOIN;FUNGICIDA;;;
TOSTI CAJA C/24 ;;;;;;
TRAMADOL 100MG C/100 CAPS (PHARMA RX)              ;;;;;;
TRAMADOL 100MG C/50  CAPS (PHARMA RX)              ;;;;;;
TRAMADOL 100MG C/60 + 60 DUO CAPS   (PHARMA RX)              ;;;;;;
TRAMED AZUL 100MG C/60 + 60 CAPS DUO TRAMADOL (BAJAMED) (2);;BAJAMED;;;;
TRAMED RV 100MG C/60 + 60 CAPS DUO TRAMADOL (BAJAMED) (2);;BAJAMED;;;;
TREDA C/10 TABLETAS (SANFER)                      ;;;;;;
TREDA C/20 + 10  TABLETAS (SANFER)                      ;;SANFER;ANTIDIARREICO;;;
TREDA C/20 TABLETAS (SANFER)                      ;;SANFER;ANTIDIARREICO;;;
TREDA SUSP NEOMICINA/CAOLIN/PECTINA (SANFER);;SANFER;ANTIDIARREICO;;;
TRIATOP SHAMPOO AZUL 400ML (GENOMMA LAB)          ;;;;;;
TRIATOP SHAMPOO ROJO 400ML (GENOMMA LAB)          ;;;;;;
TRIBEDOCE 50,000 C/5 AMP 2ML (BRULUART)           ;;BRULUART;VITAMINA;;;
TRIBEDOCE C/10 AMP (EKO)         ;;;;;;
TRIBEDOCE C/30 TABS (BRULUART);;;;;;
TRIBEDOCE C/L 2ML C/5 AMP (BRULUART)              ;;;;;;
TRIBEDOCE COMPUESTO C/3 AMP (BRULUART)            ;;BRULUART;VITAMINA;;;
TRIBEDOCE DX C/3 AMP (BRULUART)                   ;;BRULUART;VITAMINA;;;
TRIBEDOCE FRASCO (EKO)       ;;;;;;
TRIBEDOCE KIDS 240ML MULTIVITAMINAS (BRULUART) ;;;;;;
Tri-luma 15g Fluocinolona, Hidroquinona, Tretinoina (Galderma);;;;;;
TRIQUILAR C/21 TABLETAS (BAYER)                   ;;BAYER;ANTICONCEPTIVO;;;
TRI-VI-SOL PEDIATRICO 50ML (SIEGFRIED-RHEIN);;;;;;
TROFERIT 120ML DROPROPIZINA (CHINOIN);;;;;;
TROPHARMA 500MG C/20 TABS ERITROMICINA (ALPHARMA);;ALPHARMA;ANTIBIOTICO;;;
TUKALIV C/20 CAPS (GENOMMA);;;;;;
TUKELI NATURAL 120ML ADULTO-INFANTIL (GENOMALAB);;GENOMALAB;ANTITUSIGENO;;;
TUKOL-D ADULTO 125ML DEXTROMETORFANO/GUAIFENESINA  (GENOMALAB)              ;;GENOMALAB;ANTITUSIGENO;;;
TUKOL-D DIABETES 120ML DEXTROMETORFANO/GUAIFENESINA (GENOMALAB)                ;;;;;;
TUKOL-D INFANTIL 125ML DEXTROMETORFANO/GUAIFENESINA (GENOMALAB)     ;;GENOMALAB;ANTITUSIGENO;;;
TUKOL-D MIEL  INFANTIL 120ML DEXTROMETORFANO/GUAIFENESINA (GENOMALAB);;GENOMALAB;ANTITUSIGENO;;;
TUKOL-D MIEL ADULTO 120ML DEXTROMETORFANO/GUAIFENESINA (GENOMALAB);;GENOMALAB;ANTITUSIGENO;;;
TYLENOL C/20 TABLETAS (JANSSEN)                   ;;;;;;
TYLENOL SUSPENSION INFANTIL 120ML (JAUSSEN);;;;;;
ULSEN 1+1 20MG C/7 CÁPSULAS (ALTIA)               ;;;;;;
UNAMOL 10MG C/30 TABS CISAPRIDA (EXEA);;;;;;
UNAMOL 60ML PEDIATRICO CISAPRIDA (EXEA);;;;;;
UNESIA 20GR UNG BIOFONAZOL (GENOMMA);;GENOMMA;ANTIFUNGICO;;;
UNESIA TALCO 90GR  (GENOMMA);;GENOMMA;ANTIFUNGICO;;;
UNGÜENTO BRONCO RUB 40GR ;;;;;;
UNGUENTO DRAGON ;;;;;;
UNGÜENTO FORAPIÑA 125GR ;;;;;;
UNGÜENTO RESINA DE OCOTE 125GR ;;;;;;
UNGUENTO VETERINARIO LA TIA 125GR (ORDOÑEZ);;ORDONEZ;ANTIINFLAMATORIO;;;
UNGUENTO VETERINARIO LA TIA 60GR (ORDOÑEZ);;ORDONEZ;ANTIINFLAMATORIO;;;
UNIVAL 1G C/40 TABLETAS (EXEA);;;;;;
UÑA DE GATO C/60 CÁPSULAS (YPENZA)                ;;;;;;
UREZOL 100MG C/20 TABS FENAZOPIRIDINA (MAVI);;MAVI;;;;
UROCLASIO NF 150ML CITRATO DE POTASIO, ACIDO CITRICO (ITALMEX);;;;;;
UROFIN 500MG C/100 TABS (LABORATORIOS LOPEZ);;LAB LOPEZ;;;;
UROGUTT 160MMG C/40 CAPS;;;;;;
UROVEC C/24 TABS TETRACICLINA,FENAZOPIRIDINA,SULFAMETOXAZOL (COLLINS);;COLLINS;;;;
VAGITROL-V C/10 OVULOS ACETONIDO DE FLUOCINOLONA, METRONIDAZOL, NISTATINA (BAYER);;BAYER;;;;
VALERIANA 50ML (CENTRO BOTANICO LA PIEDAD)        ;;;;;;
Valeriana 60ml Gotas (Aukar);;;;;;
VARITON 500MG C/20 CAPS ;;;;;;
VASCULFLOW C/30 TABS (TEVA);;;;;;
VASELINA BLANCA BEBE 60GR (JALOMA);;;;;;
VELA COLOR ROJO (PAREJA);;;;;;
VELAS COLOR ROJO C/20 PZ (BLANCA FLOR MAGICA);;;;;;
Venalot Depot c/30 Tabs Troxerutina/Cumarina (Nycomed);;;;;;
VENASTAT C/60 CAPS VARICES (ARMSTRONG);;;;;;
Venda Elastica 10cm (Jaloma);;;;;;
VENDA ELASTICA 15CM (JALOMA);;;;;;
Venda Elastica 25cm (Jaloma);;;;;;
Venda Elastica 30cm (Jaloma);;;;;;
VENDA ELASTICA PREMIUM 10CM/500CM (LEROY);;;;;;
VENDA ELASTICA PREMIUM 15CM/500CM (LEROY);;;;;;
VENTOLIN 4MG C/ 30 TABS (GLAXO SMITH KLINE);;;;;;
VERIDEX 6MG C/2 TABS IVERMECTINA (MAVER);;MAVER;;;;
VERIDEX 6MG C/4 TABS IVERMECTINA (MAVER);;;;;;
VERISAN TRIPLEX;;;;;;
VERMICOL 30ML MEBENDAZOL (DEGORTS);;;;;;
VERMOX 1 DIA CEREZA 10ML (JANSSEN)                ;;JANSSEN;;;;
VERMOX 100MG C/6 TABS MEBENDAZOL (JANSSEN-CILAG)             ;;JANSSEN-CILAG;;;;
VERMOX 30ML PLATANO MEBENDAZOL (JANSSEN)                     ;;JANSSEN ;;;;
VERMOX 500MG C/1 TAB MEBENDAZOL (JANSSEN-CILAG)              ;;JANSSEN-CILAG;;;;
VERMOX PLUS 1 DIA C/2 TABLETAS (JANSSEN)          ;;JANSSEN ;;;;
VERMOX PLUS INF 10ML SABOR CEREZA (JANSSEN-CILAG);;JANSSEN-CILAG;;;;
VERMOX PLUS INF 10ML SABOR PLATANO (JANSSEN-CILAG);;JANSSEN-CILAG;;;;
VEXOTIL 10MG C/30 TABS ENALAPRIL (BIOMEP);;BIOMEP;;;;
VIAGRA 100MG C/1 TAB SILDENAFIL (PFIZER)                 ;;PFIZER;;;;
VIAGRA 100MG C/4 TAB SILDENAFIL (PFIZER)                 ;;PFIZER;;;;
VIAGRA 100MG DISPLAY C/10 TAB SILDENAFIL (PFIZER);;;;;;
VIAXOL 30ML GOTAS AMBROXOL (MAVER);;MAVER;;;;
Vibora de Cascabel 600mg c/150 Caps (Dina);;;;;;
VIBORA DE CASCABEL C/50 CAPS (CHIAPAS);;CHIAPAS;;;NO HAY OTRA PRESENTACION CON 100 TAB;
VIBORA DE CASCABEL C/90 (FARNAT);;;;;;
VIBRAMICINA 100MG C/10 CAPS (PFIZER);;PFIZER;;;;
VICK 44 120ML GUAIFENESINA;;;;;;
VICK BABY BALM 50G (VICK);;;;;;
VICK CEREZA EXH C/10 C/20 PASTILLAS (VICK);;;;;;
VICK LIMON EXH C/10 C/20 PASTILLAS (VICK);;;;;;
VICK MENTOL EXH C/10 C/20 PASTILLAS (VICK);;;;;;
VICK PYRENA MIEl/ LIMON C/12 SOBRES (VICK)  ;;;;;;
VICK VAPORUB  C/40 LATITAS 12GR (VICK)       ;;VICK;;;;
VICK VAPORUB 100GR (VICK)                   ;;VICK;;;;
VICK VAPORUB 5OGR (VICK)                           ;;VICK;;;;
VICK VAPORUB C/12 LATITAS 12GR (VICK)               ;;VICK;;;;
VICK VAPORUB INHALADOR (VICK);;VICK;;;;
VICK VAPORUB INHALADOR C/12 PIEZAS (VICK)         ;;VICK;;;;
VIDA MAGNESIO PLUS C/60 CAPS (COYOACAN QUIMICAS);;COYOACAN QUIMICAS;;;;
VIDAMIL C/5 AMP RETINOL, ACIDO ASCORBICO,COLECALSIFEROL (ALPHARMA);;;;;;
VITACILINA 16GR;;;;;;
VITACILINA 28GR                                   ;;;;;;
VITACILINA 32G                              ;;;;;;
VITACILINA BEBE 110GR;;;;;;
VITACILINA BEBE 50GR;;;;;;
VITAMINA E UI 1200MG C/30 CAPS (SANDY);;;;;;
VITAMINA E UI 500MG CON GERMEN C/30 CAPS (SANDY);;;;;;
VITERNUM 140ML JBE  (IPAL)                              ;;IPAL;;;;
VIVINOX-N C/40 TABS (BOMUCA);;;;;;
Vivioptal Active c/30 Softgel Caps 2x1 (Bomuca)  (USA);;;;;;
VIVIOPTAL C/105 CAPS (BOMUCA);;;;;;
VIVIOPTAL C/30 CAPS (BOMUCA);;;;;;
VIVIOPTAL C/90 CAPS (BOMUCA);;;;;;
VIVIOPTAL JUNIOR  250ML (BOMUCA);;;;;;
Vivioptal Multi c/30 Softgel Caps 2x1 (Bomuca)  (USA);;;;;;
Vivioptal Women c/30 Softgel Caps 2x1 (Bomuca)  (USA);;;;;;
VIVRADOXIL 100MG C/10 TABS DOXICICLINA (ALPHARMA);;ALPHARMA;;;;
VOLFENAC C/2 AMP 75MG (COLLINS);;;;;;
VOLFENAC C/4 AMP 75MG DICLOFENACO (COLLINS);;COLLINS;;;;
VOLFENAC GEL 60GR DICLOFENACO (COLLINS)                       ;;COLLINS;;;;
VOLPROATO DE MAGNESIO 250MG C/30 TABS (AMSA);;AMSA;;;;
VOLTAREN C/5 AMP 3ML DICLOFENACO (NOVARTIS)                   ;;;;;;
VOLTAREN DOLO C/20 CAPS 25MG (NOVARTIS);;;;;;
VOLTAREN EMULGEL 100GR DICLOFENACO (NOVARTIS)                 ;;NOVARTIS;;;;
VOLTAREN EMUNGEL 12H 100G (NOVARTIS);;;;;;
VOLTAREN RETARD 100MG C/10 GRAGEAS (NOVARTIS);;;;;;
VOLTAREN RETARD 100MG C/20 TABS (NOVARTIS)        ;;NOVARTIS;;;;
VOMISIN 15ML GOTAS DIMENHIDRINATO (RAYERE);;RAYERE;;;;
VOMISIN 50MG C/20 TABS DIMENHIDRINATO (RAYERE);;RAYERE;;;;
VOMISIN SOL INY C/3 AMP DIMENHIDRINATO (RAYERE);;;;;;
VONTROL C/25 TABS DIFENIDOL (SANFER)                        ;;SANFER;;;;
VONTROL SOL INY 40MG/2ML (SANFER);;;;;;
VO-REMI 15ML GOTAS MECLIZINA, PIRIDOXINA (OFFENBACH);;OFFENBACH;;;;
Votripax Forte 5mg c/3 Amp Complejo-Diclofenaco Sodico (Pisa);;PISA;;;;
VOYDOL 10MG C/10 TABS KETOROLACO (RAAM);;;;;;
WereNopal 500mg c/150 Tabletas (Dina);;;;;;
WERMY 300MG C/15 TABS GABAPENTINA (WERMAR);;WERMAR;;;;
WERMY 300MG C/30 TABS GABAPENTINA (WERMAR);;WERMAR;;;;
XL-3 ANTIGRIPAL C/10 TABS (GENOMMA);;GENOMMA;;;;
XL-3 ANTIGRIPAL EXHIBIDOR C/25 CARTERAS (GENOMMA);;GENOMMA;;;;
XL-3 Dia c/12 Tabs (Selder);;;;;;
XL-3 VR C/24 TABS ANTIGRIPAL CON ACCION ANTIVIRAL (GENOMMA);;GENOMMA;;;;
XL-3 XTRA C/12 CAPS (GENOMALAB)                   ;;GENOMALAB;;;;
XL-DOL 500MG C/20 TABS (GENOMALAB)                ;;;;;;
XOTZILAC C/COLAGENO POLVO 470GR (SIEMPRE POSITIVO);;;;;;
X-RAY C/40 CAPS (GENOMMA);;;;;;
X-RAY DOL C/20 CAPS (GENOMMA);;;;;;
X-Ray Gel 30g Diclofenaco (Genomma Lab);;;;;;
X-RAY SISTEMA OSEO C/30 CAPS (GENOMMA);;;;;;
XREY GEL ROJO 125GR          ;;;;;;
XYLOCAÍNA 5% 35GR (RIMSA)                         ;;;;;;
Xylocaina EV 50ml;;;;;;
XYLOCAÍNA SPRAY SOL 10% 115ML (RIMSA)             ;;;;;;
XYLOPROCT PLUS 30G UNGUENTO (GENOMMA);;GENOMMA;;;;
XYLOPROCT PLUS 60MG/5MG C/6 SUP (GENOMMA LAB)     ;;GENOMALAB;;;;
YASMIN 24/4 C/28 (BAYER);;BAYER;;;;
YASMIN 3MG/0.03MG C/21 GRAGEAS (BAYER);;BAYER;;;;
Z-Blanco Reforzado 500mg c/60 Capsulas (Ener Green);;;;;;
ZEBETYN C/30 CAPS COMPLEJO B (GEL PHARMA);;;;;;
ZENTEL 10ML SUSPENSION (SANFER);;;;;;
ZENTEL 200MG C/10 TABS (SANFER)                   ;;;;;;
ZERO PIOJO SHAMPIOJO 120ML C/PEINE DE LUJO (GBH)     ;;;;;;
ZISUAL-C 30G UNG RECTAL C/6 CANULAS LIDOCAINA/ HIDROCORTISONA (SONS)                   ;;SONS;;;;
ZORRITONE BOLSA C/15  CARAMELOS (ANCALMO);;;;;;
ZORRITONE JARABE 120ML (ANCALMO);;ANCALMO;;;;
Zorromex Jarabe 120ml (Grupo Naturalmex);;;;;;
ZUPAREX 20MG C/100 CAPS. PIROXICAM (VICTORY);;;;;;
ZYPLO 60MG C/20 TABS LEVODROPROPIZINA (ARMSTRONG);;;;;;
;;;;;;
